batch,trans_date_trans_time,cc_num,merchant,category,amt,fraud_score
440,2020-09-22 22:47:41,6011231546538393,fraud_Quitzon, Green and Bashirian,shopping_pos,192.01,0.3869
440,2020-09-27 22:29:28,6593939509150446,fraud_Bahringer, Bergnaum and Quitzon,home,192.01,0.4571
440,2020-07-22 02:22:17,4195740185974,fraud_Olson, Becker and Koch,gas_transport,9.31,0.9873
440,2020-08-05 09:27:04,348253506557335,fraud_Stracke-Lemke,grocery_pos,192.01,0.9498
440,2020-09-18 23:22:16,30029052116970,fraud_Langworth, Boehm and Gulgowski,shopping_net,192.01,0.698
440,2020-11-24 23:11:45,4972228199573984,fraud_Kihn, Abernathy and Douglas,shopping_net,192.01,0.9878
442,2020-12-02 22:27:36,3588001568691267,fraud_Torphy-Goyette,shopping_pos,192.01,0.9955
442,2020-10-25 01:43:39,4740713119940984,fraud_Osinski, Ledner and Leuschke,grocery_pos,192.01,0.9455
444,2020-06-28 02:01:49,3581130339108561,fraud_Heidenreich PLC,grocery_pos,192.01,0.9973
445,2020-10-23 00:49:46,4481131401752,fraud_Schamberger-O'Keefe,grocery_pos,192.01,0.9642
446,2020-11-12 12:34:03,30242921189660,fraud_Kuhic LLC,shopping_net,192.01,0.8383
447,2020-09-09 00:50:45,4173950183554608,fraud_Schamberger-O'Keefe,grocery_pos,192.01,0.8929
448,2020-06-27 00:42:18,3573386445588324,fraud_Stroman, Hudson and Erdman,gas_transport,18.25,0.9689
448,2020-12-16 01:00:54,2714019737356678,fraud_Kuhic Inc,grocery_pos,192.01,0.9614
449,2020-07-11 23:57:24,675961917837,fraud_Heathcote LLC,shopping_net,192.01,0.9929
449,2020-07-20 03:05:18,375534208663984,fraud_Rutherford-Mertz,grocery_pos,192.01,0.9916
449,2020-12-09 00:09:36,3591919803438423,fraud_Kling Inc,gas_transport,8.67,0.9864
450,2020-07-21 23:50:40,4797297220948468262,fraud_Wuckert, Wintheiser and Friesen,home,192.01,0.4775
450,2020-10-05 01:12:17,30011465039817,fraud_Stanton, Jakubowski and Baumbach,shopping_net,192.01,0.9519
452,2020-06-30 03:49:23,3528231451607350,fraud_Doyle Ltd,grocery_pos,192.01,0.9281
452,2020-07-06 01:13:28,30197398657930,fraud_Swaniawski, Lowe and Robel,shopping_pos,192.01,0.911
452,2020-09-08 03:36:13,570273151375,fraud_Rau and Sons,grocery_pos,192.01,0.9285
452,2020-10-13 03:07:06,4129767952109660,fraud_Flatley Group,misc_pos,192.01,0.9561
456,2020-11-18 23:34:01,4066595222529,fraud_Schumm PLC,shopping_net,192.01,0.9889
456,2020-11-23 23:18:54,4972228199573984,fraud_Volkman-Predovic,shopping_net,192.01,0.9912
456,2020-09-17 00:30:05,3518234918950662,fraud_Goodwin-Nitzsche,grocery_pos,192.01,0.5267
458,2020-10-16 01:47:48,30570197515105,fraud_Harris Inc,gas_transport,11.09,0.9832
459,2020-11-20 22:42:17,3582402971899057,fraud_Pouros-Haag,shopping_pos,192.01,0.9921
459,2020-08-08 23:08:58,376445266762684,fraud_Schroeder, Hauck and Treutel,entertainment,192.01,0.5348
461,2020-10-05 22:10:28,2297447006766555,fraud_Mohr-Bayer,shopping_net,192.01,0.9801
461,2020-08-08 08:25:42,4476840372112,fraud_Lockman, West and Runte,grocery_pos,192.01,0.754
461,2020-09-28 12:05:03,372965408103277,fraud_Watsica, Haag and Considine,shopping_pos,192.01,0.9984
461,2020-07-11 23:06:29,501882822387,fraud_Block-Parisian,misc_net,192.01,0.9771
463,2020-10-16 22:51:53,3527063666782582,fraud_Stiedemann Inc,misc_pos,48.68,0.5401
464,2020-11-13 08:31:27,3535808924394848,fraud_Kuhic Inc,grocery_pos,192.01,0.8554
464,2020-09-29 22:55:22,6011477612335392,fraud_Heathcote, Yost and Kertzmann,shopping_net,192.01,0.9894
464,2020-08-07 23:17:34,6595970453799027,fraud_Terry-Huel,shopping_net,192.01,0.9849
464,2020-11-26 22:54:34,4505383113689,fraud_Wintheiser, Dietrich and Schimmel,misc_pos,6.97,0.9596
466,2020-06-30 23:16:40,571844099986,fraud_Haley, Jewess and Bechtelar,shopping_pos,192.01,0.9797
466,2020-07-12 03:47:00,501882822387,fraud_Hudson-Ratke,grocery_pos,192.01,0.869
467,2020-12-09 22:45:16,213180742685905,fraud_Bernier, Volkman and Hoeger,misc_net,192.01,0.9843
467,2020-06-26 23:37:45,6544734391390261,fraud_Boyer PLC,shopping_net,192.01,0.8956
468,2020-12-22 22:06:18,3518234918950662,fraud_Haley, Jewess and Bechtelar,shopping_pos,192.01,0.9512
468,2020-06-22 23:35:47,3524574586339330,fraud_Kutch-Wilderman,home,192.01,0.4154
468,2020-07-20 22:18:56,4225990116481262579,fraud_Swaniawski, Lowe and Robel,shopping_pos,192.01,0.9893
470,2020-12-09 07:55:15,3545109339866548,fraud_Rau and Sons,grocery_pos,192.01,0.9741
470,2020-12-12 22:35:01,3596357274378601,fraud_Jast Ltd,shopping_net,192.01,0.4768
472,2020-12-04 02:04:28,213156747557083,fraud_Bins-Rice,gas_transport,9.79,0.9855
474,2020-06-30 23:04:32,571844099986,fraud_Gottlieb, Considine and Schultz,shopping_net,192.01,0.9722
474,2020-10-07 10:59:58,344342339068828,fraud_Cole PLC,grocery_pos,192.01,0.6495
476,2020-06-27 23:04:11,213161231269724,fraud_Towne, Greenholt and Koepp,shopping_net,192.01,0.9876
476,2020-08-28 23:43:38,6011975266774121,fraud_Schmidt and Sons,shopping_net,192.01,0.9892
476,2020-11-03 22:50:20,3583293909206278,fraud_Jakubowski Inc,home,192.01,0.3781
478,2020-09-24 13:10:15,586100864972,fraud_Romaguera, Cruickshank and Greenholt,shopping_net,192.01,0.9988
479,2020-11-01 23:45:08,4087542780207162,fraud_Rau-Robel,kids_pets,23.56,0.941
479,2020-12-11 03:48:21,3596217206093829,fraud_Gutmann-Upton,misc_pos,192.01,0.9224
481,2020-10-16 23:58:03,30042378430132,fraud_Ruecker Group,misc_net,192.01,0.8989
481,2020-09-05 23:01:11,4228411452607671,fraud_Baumbach, Strosin and Nicolas,shopping_pos,192.01,0.3773
483,2020-08-20 22:07:10,372382441451095,fraud_Volkman-Predovic,shopping_net,192.01,0.9859
484,2020-11-10 22:04:39,3560336828629935,fraud_Wolf Inc,grocery_pos,192.01,0.9802
485,2020-06-24 23:20:06,3593118134380341,fraud_Terry-Huel,shopping_net,192.01,0.9946
485,2020-07-27 22:22:43,30290551782700,fraud_Kerluke-Abshire,shopping_net,192.01,0.9771
487,2020-10-23 01:22:11,4481131401752,fraud_Kiehn-Emmerich,grocery_pos,192.01,0.9642
487,2020-07-15 22:58:15,3518758680062249,fraud_Schmeler, Bashirian and Price,shopping_net,192.01,0.768
489,2020-09-08 00:20:14,3597926034019603,fraud_Koepp-Witting,grocery_pos,192.01,0.9113
489,2020-06-30 01:40:26,4761403817546679245,fraud_Langworth, Boehm and Gulgowski,shopping_net,192.01,0.9749
491,2020-12-19 23:11:36,374125201044065,fraud_Turner and Sons,shopping_pos,192.01,0.9749
491,2020-09-19 23:46:19,3520550088202337,fraud_Mosciski, Ziemann and Farrell,shopping_net,192.01,0.8227
491,2020-09-07 23:59:38,4623560839669,fraud_Boyer-Reichert,shopping_net,192.01,0.9819
491,2020-07-28 23:44:06,30290551782700,fraud_Reichert, Rowe and Mraz,shopping_net,192.01,0.9808
493,2020-10-24 22:54:46,4883407061576,fraud_Mante Group,misc_net,192.01,0.9878
493,2020-10-03 15:18:37,3585052663373890,fraud_Lynch Ltd,shopping_pos,192.01,0.7629
495,2020-08-02 02:53:29,3577794103155425,fraud_Roob, Conn and Tremblay,shopping_pos,192.01,0.9824
495,2020-12-02 22:47:15,3588001568691267,fraud_Goyette Inc,shopping_net,192.01,0.9708
495,2020-10-02 01:13:02,4710826438164847414,fraud_Rempel PLC,grocery_net,14.88,0.6667
495,2020-12-01 23:31:32,30131826429364,fraud_Skiles LLC,home,192.01,0.4611
497,2020-08-07 01:21:13,4518350514020532,fraud_Barton Inc,grocery_pos,192.01,0.9672
498,2020-12-05 22:39:29,4292743669224718067,fraud_Reichert, Shanahan and Hayes,shopping_net,192.01,0.8048
501,2020-06-25 22:24:27,3593118134380341,fraud_Miller-Harris,misc_net,192.01,0.9849
501,2020-07-19 22:26:31,4428780983793657331,fraud_Klocko LLC,misc_net,192.01,0.9868
503,2020-10-27 23:20:01,676281772837,fraud_Brown PLC,misc_net,192.01,0.9873
505,2020-11-24 02:51:14,4972228199573984,fraud_Schultz, Simonis and Little,grocery_pos,192.01,0.9756
505,2020-11-26 22:59:38,5410056176712193,fraud_Pouros-Haag,shopping_pos,192.01,0.4559
505,2020-12-16 02:02:52,2714019737356678,fraud_Hackett-Lueilwitz,grocery_pos,192.01,0.9631
505,2020-08-19 22:57:47,4981132848794,fraud_Jacobi and Sons,shopping_pos,192.01,0.9917
506,2020-08-11 23:35:23,2284059275940012,fraud_Kuhn LLC,misc_net,192.01,0.9825
507,2020-08-03 00:39:40,4653879239169997,fraud_Barton Inc,grocery_pos,192.01,0.9486
509,2020-12-08 05:14:24,3545109339866548,fraud_McGlynn-Heathcote,misc_net,192.01,0.8182
509,2020-06-23 03:35:18,3546674063249004,fraud_Johnson, Runolfsdottir and Mayer,misc_net,192.01,0.3805
511,2020-07-11 01:43:56,675961917837,fraud_Schumm, Bauch and Ondricka,grocery_pos,192.01,0.9814
511,2020-10-07 22:40:08,3586955669388457,fraud_Price Inc,shopping_net,192.01,0.9689
513,2020-10-11 15:23:10,5456712664803820,fraud_Kihn, Abernathy and Douglas,shopping_net,192.01,0.8801
513,2020-08-03 01:48:07,2358122155477959,fraud_Kiehn-Emmerich,grocery_pos,192.01,0.9938
513,2020-09-03 23:14:41,4509142395811241,fraud_Rempel Inc,shopping_net,192.01,0.9826
513,2020-11-09 23:39:37,3560336828629935,fraud_Hickle Group,shopping_pos,192.01,0.9909
513,2020-09-29 22:48:33,6011477612335392,fraud_Hills-Witting,shopping_net,192.01,0.9892
515,2020-09-02 22:35:52,4003989662068504,fraud_Mosciski, Ziemann and Farrell,shopping_net,192.01,0.5091
515,2020-11-27 23:34:59,676275912597,fraud_Gerlach Inc,shopping_net,192.01,0.9854
517,2020-09-30 07:18:02,180020605265701,fraud_Reilly, Heaney and Cole,gas_transport,11.5,0.9921
517,2020-10-05 22:20:07,581508178315,fraud_Kiehn Inc,grocery_pos,192.01,0.9907
517,2020-10-18 22:06:22,4958589671582726883,fraud_Flatley-Durgan,misc_net,192.01,0.9898
519,2020-08-23 23:28:17,30560609640617,fraud_Quitzon, Green and Bashirian,shopping_pos,192.01,0.9918
520,2020-12-06 00:16:26,4292743669224718067,fraud_Huels-Nolan,gas_transport,10.0,0.9855
521,2020-10-04 05:16:40,30510856607165,fraud_Stracke-Lemke,grocery_pos,192.01,0.9229
521,2020-10-05 00:47:10,30510856607165,fraud_Berge LLC,gas_transport,7.29,0.9894
522,2020-06-30 23:16:18,3528231451607350,fraud_Romaguera, Cruickshank and Greenholt,shopping_net,192.01,0.9869
523,2020-12-14 03:02:46,6011492816282597,fraud_Kunze Inc,grocery_pos,192.01,0.8934
525,2020-12-03 23:11:27,3588001568691267,fraud_Towne, Greenholt and Koepp,shopping_net,192.01,0.9804
525,2020-07-26 22:20:19,38014427445058,fraud_Jast Ltd,shopping_net,192.01,0.9878
525,2020-10-08 00:41:38,6597248210463122,fraud_Reilly, Heaney and Cole,gas_transport,21.55,0.9034
525,2020-12-01 22:41:24,377834944388609,fraud_Upton PLC,entertainment,192.01,0.8324
525,2020-08-25 22:43:14,4119762878330989,fraud_Koepp-Witting,grocery_pos,192.01,0.9842
526,2020-11-06 22:17:51,38859492057661,fraud_Towne, Greenholt and Koepp,shopping_net,192.01,0.9916
527,2020-09-06 22:58:53,4904681492230012,fraud_Larson, Quitzon and Spencer,travel,10.18,0.5937
527,2020-10-07 00:57:43,4755696071492,fraud_Christiansen, Goyette and Schamberger,gas_transport,9.07,0.986
529,2020-12-04 23:07:37,630423337322,fraud_Windler, Goodwin and Kovacek,home,192.01,0.5734
529,2020-10-05 23:18:06,581508178315,fraud_Pouros-Haag,shopping_pos,192.01,0.9603
530,2020-08-24 01:16:53,3501365119557234,fraud_Stroman, Hudson and Erdman,gas_transport,23.27,0.7493
530,2020-07-03 22:31:00,3540416671210051,fraud_Schmeler, Bashirian and Price,shopping_net,192.01,0.9893
531,2020-08-03 01:23:17,2358122155477959,fraud_VonRueden Group,grocery_net,5.6,0.8889
531,2020-06-29 02:23:28,3528231451607350,fraud_Schultz, Simonis and Little,grocery_pos,192.01,0.7078
531,2020-12-08 03:31:32,3591919803438423,fraud_Kling Inc,gas_transport,9.51,0.9853
533,2020-09-05 23:03:16,4417677808209716,fraud_Gottlieb, Considine and Schultz,shopping_net,192.01,0.8561
533,2020-08-25 22:39:21,3501365119557234,fraud_Auer-West,shopping_net,192.01,0.9817
533,2020-12-08 00:59:54,213180742685905,fraud_Rau and Sons,grocery_pos,192.01,0.9071
535,2020-07-12 23:46:59,676314217768,fraud_Gaylord-Powlowski,home,192.01,0.6441
536,2020-08-07 01:32:18,30199621383748,fraud_Marks Inc,gas_transport,13.62,0.9851
537,2020-12-05 23:47:44,630423337322,fraud_Kassulke Inc,entertainment,192.01,0.3991
537,2020-07-22 03:31:11,4195740185974,fraud_Kilback LLC,grocery_pos,192.01,0.9959
538,2020-12-08 23:02:29,3591919803438423,fraud_Altenwerth, Cartwright and Koss,shopping_net,192.01,0.6973
539,2020-12-07 23:16:07,4412720572684931,fraud_Lemke-Gutmann,shopping_net,192.01,0.9902
539,2020-12-06 22:45:44,4292743669224718067,fraud_Stanton, Jakubowski and Baumbach,shopping_net,192.01,0.6559
539,2020-10-02 22:45:12,4710826438164847414,fraud_Heathcote LLC,shopping_net,192.01,0.9919
541,2020-07-20 22:00:44,375534208663984,fraud_Beier-Hyatt,shopping_pos,192.01,0.8543
543,2020-08-22 00:30:51,577588686219,fraud_Harber Inc,gas_transport,7.86,0.9825
543,2020-09-27 22:51:20,60495593109,fraud_Huel-Langworth,misc_net,192.01,0.9889
543,2020-09-27 22:49:20,372965408103277,fraud_Bednar Group,misc_net,192.01,0.9893
545,2020-07-22 03:26:57,4195740185974,fraud_Bartoletti-Wunsch,gas_transport,7.65,0.9872
546,2020-07-10 23:36:43,3598304579370089,fraud_Lemke-Gutmann,shopping_net,192.01,0.5019
546,2020-06-24 23:24:22,180098888332620,fraud_Pfeffer and Sons,shopping_pos,192.01,0.9921
547,2020-10-14 23:24:17,341542810616333,fraud_Lockman Ltd,grocery_pos,192.01,0.9804
547,2020-08-08 02:15:06,4476840372112,fraud_Kuvalis Ltd,gas_transport,11.6,0.9855
548,2020-10-27 05:20:25,573283817795,fraud_Deckow-O'Conner,grocery_pos,192.01,0.3913
549,2020-10-15 01:37:04,3501942333500073,fraud_Conroy-Cruickshank,gas_transport,7.23,0.9864
549,2020-08-12 03:51:05,4335531783520911,fraud_Schultz, Simonis and Little,grocery_pos,192.01,0.9535
549,2020-06-30 01:25:08,3586008444788268,fraud_Fisher Inc,shopping_net,192.01,0.9148
550,2020-11-25 02:22:12,30546453310167,fraud_Christiansen, Goyette and Schamberger,gas_transport,9.58,0.9885
550,2020-09-22 23:10:08,60487002085,fraud_Schmidt and Sons,shopping_net,192.01,0.884
550,2020-11-08 00:52:46,2475085306462014,fraud_Schultz, Simonis and Little,grocery_pos,192.01,0.9933
553,2020-08-21 00:52:22,375974680629816,fraud_Haley Group,misc_pos,192.01,0.9269
553,2020-08-24 02:35:51,4471568287204,fraud_Stracke-Lemke,grocery_pos,192.01,0.9958
555,2020-11-23 23:06:10,3500165543009955,fraud_Cormier LLC,shopping_net,192.01,0.3941
557,2020-10-05 22:49:05,2297447006766555,fraud_Baumbach, Strosin and Nicolas,shopping_pos,192.01,0.9801
557,2020-11-26 01:05:06,180046165512893,fraud_Strosin-Cruickshank,grocery_pos,192.01,0.9567
559,2020-09-11 01:13:10,376656886990758,fraud_Murray-Smitham,grocery_pos,192.01,0.8681
559,2020-08-09 23:26:54,343819048608995,fraud_Stoltenberg-Beatty,shopping_pos,192.01,0.9843
559,2020-07-19 00:28:25,2454076758463217,fraud_Bernhard Inc,gas_transport,9.41,0.989
560,2020-08-23 22:35:57,577588686219,fraud_Heathcote LLC,shopping_net,192.01,0.4896
561,2020-09-29 22:00:59,6011477612335392,fraud_Gleason-Macejkovic,shopping_net,192.01,0.9892
561,2020-08-09 23:23:54,343819048608995,fraud_Towne, Greenholt and Koepp,shopping_net,192.01,0.9741
562,2020-09-10 22:42:25,4173950183554608,fraud_Price Inc,shopping_net,192.01,0.7193
563,2020-10-23 23:39:49,4481131401752,fraud_Schmeler, Bashirian and Price,shopping_net,192.01,0.8447
563,2020-11-12 03:12:05,3535808924394848,fraud_Lockman, West and Runte,grocery_pos,192.01,0.9909
563,2020-10-14 15:30:36,341542810616333,fraud_Rowe, Batz and Goodwin,grocery_pos,192.01,0.8011
565,2020-07-18 00:21:09,2454076758463217,fraud_Rowe, Batz and Goodwin,grocery_pos,192.01,0.9966
565,2020-10-04 22:58:19,30510856607165,fraud_Koelpin and Sons,misc_net,192.01,0.9878
565,2020-10-25 03:24:29,4599285557366057,fraud_O'Keefe-Hudson,grocery_pos,192.01,0.9869
566,2020-12-08 22:37:26,213180742685905,fraud_Romaguera, Cruickshank and Greenholt,shopping_net,192.01,0.9803
567,2020-10-18 22:57:25,378858024506425,fraud_Johnson, Runolfsdottir and Mayer,misc_net,192.01,0.9881
567,2020-09-14 23:12:51,4586260469584,fraud_Kozey-Boehm,shopping_net,192.01,0.9765
567,2020-06-24 00:26:45,180098888332620,fraud_DuBuque LLC,grocery_pos,192.01,0.9996
569,2020-09-04 22:27:44,4417677808209716,fraud_Predovic Inc,shopping_net,192.01,0.7646
569,2020-09-12 22:25:26,676195318214,fraud_Kautzer and Sons,personal_care,20.83,0.4245
569,2020-08-08 02:02:02,376445266762684,fraud_Stanton, Jakubowski and Baumbach,shopping_net,192.01,0.9682
571,2020-12-05 02:34:36,213156747557083,fraud_Hudson-Ratke,grocery_pos,192.01,0.902
573,2020-08-24 02:47:18,374497717543058,fraud_Stroman, Hudson and Erdman,gas_transport,23.56,0.3993
574,2020-10-04 22:36:47,30510856607165,fraud_Kerluke-Abshire,shopping_net,192.01,0.9888
575,2020-07-24 22:38:53,4961003488432306,fraud_Ankunding LLC,shopping_net,192.01,0.9875
575,2020-09-28 06:19:13,60495593109,fraud_Conroy-Cruickshank,gas_transport,11.85,0.9607
577,2020-09-08 03:41:56,3597926034019603,fraud_Pacocha-O'Reilly,grocery_pos,192.01,0.9113
577,2020-08-18 00:25:42,213112402583773,fraud_Schoen, Kuphal and Nitzsche,grocery_pos,192.01,0.8959
577,2020-07-12 22:43:52,501882822387,fraud_Kerluke-Abshire,shopping_net,192.01,0.9751
577,2020-11-05 22:06:00,30491348102802,fraud_Nader-Heller,misc_net,192.01,0.9863
579,2020-09-13 23:29:22,4586260469584,fraud_Jast Ltd,shopping_net,192.01,0.9801
579,2020-12-11 01:05:45,3596217206093829,fraud_Schamberger-O'Keefe,grocery_pos,192.01,0.8968
579,2020-10-16 02:02:24,30042378430132,fraud_Auer-Mosciski,grocery_pos,192.01,0.9833
579,2020-11-27 02:31:38,676275912597,fraud_Reilly, Heaney and Cole,gas_transport,11.88,0.9868
580,2020-12-01 02:23:06,30266994494236,fraud_Moen, Reinger and Murphy,grocery_pos,192.01,0.9284
580,2020-12-07 23:02:21,30518196150127,fraud_Nienow PLC,entertainment,192.01,0.736
581,2020-07-31 23:49:08,676173792455,fraud_Romaguera, Cruickshank and Greenholt,shopping_net,192.01,0.9834
581,2020-08-15 02:08:03,4634955908138648,fraud_Botsford Ltd,shopping_pos,192.01,0.963
581,2020-11-13 23:21:37,3535808924394848,fraud_Kuhic, Bins and Pfeffer,shopping_net,192.01,0.9818
583,2020-12-15 23:39:48,180040027502291,fraud_Fisher Inc,shopping_net,192.01,0.9715
585,2020-09-23 02:20:52,30270432095985,fraud_Cartwright-Harris,grocery_pos,192.01,0.8933
585,2020-08-26 22:16:40,4119762878330989,fraud_Pacocha-Bauch,shopping_pos,192.01,0.9863
585,2020-06-21 23:59:05,6564459919350820,fraud_Lemke-Gutmann,shopping_net,192.01,0.9904
585,2020-08-03 00:41:02,3577794103155425,fraud_Lockman Ltd,grocery_pos,192.01,0.9598
585,2020-10-14 03:08:42,4129767952109660,fraud_Corwin-Collins,gas_transport,7.27,0.9877
587,2020-10-25 23:27:30,4599285557366057,fraud_Predovic Inc,shopping_net,192.01,0.3852
587,2020-10-03 22:45:39,347399333635231,fraud_Macejkovic-Lesch,shopping_pos,192.01,0.9937
587,2020-09-21 03:57:45,4170689372027579,fraud_Bradtke PLC,grocery_pos,192.01,0.8896
587,2020-12-19 23:19:17,374125201044065,fraud_Schumm PLC,shopping_net,192.01,0.9822
587,2020-08-02 22:39:03,3577794103155425,fraud_Schiller, Blanda and Johnson,home,192.01,0.7341
591,2020-12-15 00:20:22,3598215285024754,fraud_Bradtke PLC,grocery_pos,192.01,0.5501
591,2020-11-27 08:17:45,3513506355699497,fraud_Hudson-Ratke,grocery_pos,192.01,0.7349
591,2020-09-16 08:57:20,3530503964418806,fraud_Heller, Gutmann and Zieme,grocery_pos,192.01,0.908
593,2020-08-11 01:12:16,4335531783520911,fraud_Kilback LLC,grocery_pos,192.01,0.9478
593,2020-08-16 03:47:15,4634955908138648,fraud_Torp-Labadie,gas_transport,12.78,0.9847
593,2020-07-12 01:43:23,501882822387,fraud_Schamberger-O'Keefe,grocery_pos,192.01,0.8693
593,2020-09-08 01:01:54,570273151375,fraud_Lockman Ltd,grocery_pos,192.01,0.9272
595,2020-06-29 06:55:59,4761403817546679245,fraud_Gleason-Macejkovic,shopping_net,192.01,0.6316
595,2020-08-16 22:19:20,3567697931646329,fraud_Streich, Dietrich and Barton,shopping_net,192.01,0.3826
595,2020-08-10 01:37:41,30238755902988,fraud_Swaniawski, Lowe and Robel,shopping_pos,192.01,0.9611
595,2020-07-06 19:11:56,4462038234743679432,fraud_Kerluke Inc,misc_net,192.01,0.8718
595,2020-07-06 02:47:51,4462038234743679432,fraud_Bahringer-Larson,grocery_net,15.85,0.6045
595,2020-09-27 23:30:47,372965408103277,fraud_Tillman, Fritsch and Schmitt,misc_net,192.01,0.9893
597,2020-10-06 01:56:37,4755696071492,fraud_Luettgen PLC,gas_transport,10.44,0.9852
597,2020-09-09 23:00:20,4173950183554608,fraud_Terry-Huel,shopping_net,192.01,0.6502
597,2020-12-08 23:16:25,4430881574719618,fraud_Hagenes, Hermann and Stroman,travel,9.35,0.4202
599,2020-07-28 01:40:05,4671727014157745,fraud_Streich, Hansen and Veum,gas_transport,20.09,0.9276
599,2020-11-18 02:33:18,3598215285024754,fraud_Rau and Sons,grocery_pos,192.01,0.5621
600,2020-11-21 23:37:58,4155021259183870,fraud_Morissette LLC,entertainment,192.01,0.4422
600,2020-07-19 03:40:49,2454076758463217,fraud_Kovacek, Dibbert and Ondricka,grocery_pos,192.01,0.9966
600,2020-12-30 23:21:34,571314334723,fraud_Gislason Group,misc_pos,166.12,0.5539
601,2020-07-30 23:54:57,676173792455,fraud_Kassulke PLC,shopping_net,192.01,0.9834
601,2020-12-21 22:36:56,2242176657877538,fraud_Kozey-Boehm,shopping_net,192.01,0.9888
601,2020-10-01 22:28:20,180020605265701,fraud_Reichert, Huels and Hoppe,shopping_net,192.01,0.9458
602,2020-08-26 01:14:56,4119762878330989,fraud_Murray-Smitham,grocery_pos,192.01,0.9289
603,2020-12-08 21:37:13,373905417449658,fraud_Stamm-Rodriguez,misc_pos,76.06,0.7048
603,2020-11-05 05:26:11,2229378226512508,fraud_Hackett-Lueilwitz,grocery_pos,192.01,0.8673
603,2020-12-02 22:49:47,342035762534413,fraud_Reichert, Rowe and Mraz,shopping_net,192.01,0.5921
605,2020-06-26 22:08:07,213161231269724,fraud_Herman, Treutel and Dickens,misc_net,192.01,0.9792
607,2020-07-19 22:05:33,4428780983793657331,fraud_Reichert, Huels and Hoppe,shopping_net,192.01,0.9872
607,2020-07-05 22:29:31,4462038234743679432,fraud_Roberts-Beahan,misc_pos,51.79,0.9718
607,2020-08-01 03:04:03,3576281490078437,fraud_Kiehn Inc,grocery_pos,192.01,0.9969
609,2020-09-06 02:52:39,4904681492230012,fraud_Kozey-Boehm,shopping_net,192.01,0.9682
611,2020-08-24 22:04:26,3501365119557234,fraud_Heathcote, Yost and Kertzmann,shopping_net,192.01,0.9846
611,2020-10-14 23:25:17,341542810616333,fraud_Kiehn-Emmerich,grocery_pos,192.01,0.9804
611,2020-08-11 23:00:07,343746486082492,fraud_Hills-Witting,shopping_net,192.01,0.7
612,2020-12-05 06:35:14,213156747557083,fraud_Wolf Inc,grocery_pos,192.01,0.8043
613,2020-09-16 22:02:11,3530503964418806,fraud_Dach-Nader,misc_net,192.01,0.9879
613,2020-06-29 23:55:16,3581130339108561,fraud_Gottlieb, Considine and Schultz,shopping_net,192.01,0.9885
613,2020-07-31 01:50:35,180011453250192,fraud_O'Keefe-Hudson,grocery_pos,192.01,0.9884
615,2020-11-27 23:50:12,3556613125071656,fraud_Daugherty, Pouros and Beahan,shopping_pos,192.01,0.5485
617,2020-10-31 17:36:06,4087542780207162,fraud_Lemke and Sons,travel,10.53,0.9921
617,2020-10-03 22:04:32,4710826438164847414,fraud_Lockman, West and Runte,grocery_pos,192.01,0.9817
617,2020-08-11 00:20:24,4335531783520911,fraud_Moore, Dibbert and Koepp,misc_net,192.01,0.9641
617,2020-06-28 23:24:26,3581130339108561,fraud_Fisher-Schowalter,shopping_net,192.01,0.9885
619,2020-06-24 23:54:32,3593118134380341,fraud_Turcotte-Halvorson,misc_pos,49.18,0.5408
621,2020-08-24 21:49:08,4471568287204,fraud_Kerluke Inc,misc_net,192.01,0.8161
621,2020-12-07 02:56:18,4412720572684931,fraud_Koepp-Parker,grocery_pos,192.01,0.9728
621,2020-09-04 22:11:13,3550412175018089,fraud_Klocko LLC,misc_net,192.01,0.9894
622,2020-09-17 23:03:36,3530503964418806,fraud_Romaguera, Cruickshank and Greenholt,shopping_net,192.01,0.9911
623,2020-10-24 23:12:19,4740713119940984,fraud_Mosciski, Ziemann and Farrell,shopping_net,192.01,0.9866
623,2020-10-31 01:38:06,376012912828093,fraud_Goodwin-Nitzsche,grocery_pos,192.01,0.9964
625,2020-07-20 22:05:35,375534208663984,fraud_Ruecker, Beer and Collier,shopping_net,192.01,0.9547
625,2020-09-01 22:59:13,4003989662068504,fraud_Greenholt, O'Hara and Balistreri,shopping_net,192.01,0.4136
625,2020-08-18 23:34:05,376262134119629,fraud_Kessler Inc,travel,12.08,0.7697
627,2020-09-01 09:19:58,180052752563109,fraud_Raynor, Feest and Miller,gas_transport,7.99,0.9602
629,2020-10-24 02:05:51,4740713119940984,fraud_Auer-Mosciski,grocery_pos,192.01,0.9586
631,2020-11-16 02:00:17,378006354724784,fraud_Lockman, West and Runte,grocery_pos,192.01,0.9963
631,2020-10-16 03:01:24,30042378430132,fraud_Huel Ltd,misc_net,192.01,0.5104
631,2020-08-25 22:02:35,4119762878330989,fraud_Jerde-Hermann,travel,10.71,0.7996
631,2020-07-20 23:05:14,4428780983793657331,fraud_Kihn, Abernathy and Douglas,shopping_net,192.01,0.9845
633,2020-10-16 03:26:06,3527063666782582,fraud_Osinski, Ledner and Leuschke,grocery_pos,192.01,0.8695
633,2020-06-29 02:10:13,4761403817546679245,fraud_Auer-Mosciski,grocery_pos,192.01,0.9464
634,2020-11-11 22:31:53,4103158249977,fraud_Kerluke, Kertzmann and Wiza,misc_net,192.01,0.952
637,2020-12-22 03:56:29,2242176657877538,fraud_Mraz-Herzog,gas_transport,6.6,0.9921
